game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
dead ground,3.4,,4.99,,46.76
bbq simulator: the squad,3.4,,9.99,,193.82
timberman: the big adventure,3.41,,4.99,,46.33
raven's hike,3.49,,3.99,,14.33
ruya,3.5,,11.99,,242.57
the experiment: escape room,3.51,,3.99,,13.68
sky survivors,3.52,,3.49,,-0.85
battleship,3.53,,14.99,,324.65
behold battle,3.54,,6.99,,97.46
horde of plenty,3.56,,4.99,,40.17
pocket puzzle,3.56,,5.99,,68.26
fishing adventure,3.56,,0.99,,-72.19
golf peaks,3.57,,4.99,,39.78
oneiros,3.57,,1.09,,-69.47
on a roll 3d,3.59,,4.79,,33.43
super onion boy+,3.62,,4.99,,37.85
swords & bones,3.65,,4.99,,36.71
the exit 8,3.67,,3.99,,8.72
bricky to me,3.68,,3.99,,8.42
mustache in hell,3.68,,4.99,,35.6
zombie derby 2,3.72,,4.99,,34.14
limb hunter,3.73,,4.99,,33.78
drone gladiator,3.73,,4.99,,33.78
canadian football 2017,3.74,,4.99,,33.42
super rebellion,3.75,,5.99,,59.73
soul shifter,3.75,,4.99,,33.07
vegas party,3.77,,19.99,,430.24
downslope,3.85,,4.99,,29.61
renzo racer,3.86,,14.99,,288.34
adverse,3.88,,5.99,,54.38
among us,3.92,,4.99,,27.3
i dream of you and ice cream,3.93,,3.99,,1.53
new lands,3.95,,4.99,,26.33
flashback,3.96,,9.99,,152.27
danger scavenger,3.97,,9.99,,151.64
draw a stickman: epic,3.99,,3.99,,0.0
lilith-m,3.99,,9.99,,150.38
7days heroes,3.99,,9.99,,150.38
starlight shores,3.99,,11.99,,200.5
dark grim mariupolis,3.99,,4.99,,25.06
ginger: beyond the crystal,3.99,,19.99,,401.0
knight and mourning,3.99,,1.59,,-60.15
the misadventures of p.b. winterbottom,3.99,,12.79,,220.55
dye,4.01,,4.99,,24.44
140,4.01,,7.99,,99.25
minigolf adventure,4.01,,4.99,,24.44
legendary heroes,4.01,,4.99,,24.44
lootlite,4.05,,4.99,,23.21
subaracity,4.06,,4.29,,5.67
kamiko,4.06,,4.29,,5.67
inbento,4.07,,4.99,,22.6
antventor,4.07,,6.99,,71.74
city limits,4.1,,4.99,,21.71
cozy designer,4.12,,4.99,,21.12
spider solitaire f,4.13,,4.29,,3.87
prizma puzzle prime,4.13,,4.99,,20.82
circuits,4.13,,4.99,,20.82
lost snowmen,4.13,,4.99,,20.82
sapu,4.13,,9.99,,141.89
cruz brothers,4.14,,12.99,,213.77
toro,4.18,,9.99,,139.0
tanky tanks,4.18,,3.59,,-14.11
milli & greg,4.19,,3.99,,-4.77
mars power industries deluxe,4.2,,3.99,,-5.0
redraptor,4.21,,4.99,,18.53
alfonzo's arctic adventure,4.21,,4.99,,18.53
air bounce - the jump 'n' run challenge,4.21,,5.99,,42.28
slime 3k: rise against despot,4.23,,4.99,,17.97
turret rampage,4.25,,4.99,,17.41
rekt! high octane stunts,4.26,,5.99,,40.61
horror tale 2: samantha,4.26,,6.99,,64.08
horror tale 1: kidnapper,4.26,,1.37,,-67.84
opaloid kingdom,4.28,,3.49,,-18.46
"ten - ten rooms, ten seconds",4.29,,4.99,,16.32
bloomyth,4.3,,4.99,,16.05
skator gator 3d,4.31,,4.99,,15.78
bear with me: the lost robots,4.36,,4.99,,14.45
murder on the marine express,4.37,,4.99,,14.19
mainframe defenders,4.37,,11.99,,174.37
super star blast,4.37,,6.99,,59.95
lazy galaxy: rebel story,4.38,,7.99,,82.42
rise of fox hero,4.38,,4.99,,13.93
unimime - unicycle madness,4.38,,4.99,,13.93
fatum betula,4.38,,4.99,,13.93
what the box?,4.38,,4.99,,13.93
clusterpuck 99,4.41,,9.99,,126.53
mage and monsters,4.42,,4.89,,10.63
jack dragon and the stone of peace,4.43,,3.89,,-12.19
super brawl rush,4.43,,4.99,,12.64
dobo's heroes,4.44,,4.99,,12.39
shy cats hidden orchestra,4.44,,4.99,,12.39
tauronos,4.45,,6.99,,57.08
shy dogs hidden orchestra,4.46,,4.99,,11.88
elon and the divine proof,4.47,,4.99,,11.63
soda drinker pro,4.47,,4.99,,11.63
spectrum,4.49,,11.99,,167.04
flatland vol.2,4.51,,3.99,,-11.53
townscaper,4.52,,4.99,,10.4
swim out,4.52,,5.99,,32.52
willy's wonderland - the game,4.52,,4.99,,10.4
the kindeman remedy,4.52,,4.99,,10.4
frog hop,4.53,,4.99,,10.15
odium to the core,4.53,,4.99,,10.15
the story goes on,4.6,,4.99,,8.48
animal friends adventure,4.61,,13.99,,203.47
live factory,4.63,,14.99,,223.76
splash blast panic,4.63,,14.99,,223.76
soul stalker,4.64,,7.49,,61.42
a year of springs,4.65,,4.99,,7.31
redneck joe vs the swamp zombies,4.66,,4.99,,7.08
room of depression,4.66,,9.99,,114.38
akane,4.66,,2.09,,-55.15
debris infinity,4.68,,4.99,,6.62
trash is fun,4.7,,4.99,,6.17
iron heart,4.71,,9.99,,112.1
gyromancer,4.71,,14.99,,218.26
the storytale,4.72,,4.99,,5.72
bigchick,4.72,,4.99,,5.72
zombie derby: pixel survival,4.72,,4.99,,5.72
bright side: riddles and puzzles,4.75,,7.99,,68.21
metroland,4.75,,4.99,,5.05
paratopic,4.76,,4.99,,4.83
while we wait here,4.77,,4.99,,4.61
death noodle delivery,4.81,,4.99,,3.74
storm boy,4.82,,5.99,,24.27
"hack, slash & backstab",4.82,,4.99,,3.53
spartan,4.83,,3.99,,-17.39
battlestations: midway,4.85,,19.99,,312.16
just cause,4.85,,9.99,,105.98
ravenous devils,4.86,,4.99,,2.67
mr. pumpkin 2: kowloon walled city,4.86,,5.99,,23.25
killer chambers,4.88,,8.99,,84.22
weapon of choice dx,4.89,,5.99,,22.49
oxyjet,4.89,,4.99,,2.04
demetrios - the big cynical adventure,4.93,,5.99,,21.5
solos,4.95,,9.99,,101.82
one step after fall,4.99,,9.99,,100.2
space ark,4.99,,4.5,,-9.82
velocity g,4.99,,4.79,,-4.01
freakout: calamity tv show,4.99,,9.99,,100.2
escape from tethys,4.99,,9.99,,100.2
marble void,4.99,,4.99,,0.0
crushborgs,4.99,,14.39,,188.38
colina: legacy,4.99,,4.99,,0.0
monday night combat,4.99,,9.99,,100.2
stones of the revenant,4.99,,4.99,,0.0
quatros origins,4.99,,4.99,,0.0
shred! remastered,4.99,,6.99,,40.08
little bug,4.99,,12.99,,160.32
n.e.r.o.: nothing ever remains obscure,4.99,,9.99,,100.2
albert and otto,4.99,,11.99,,140.28
mulletman and the molemen,4.99,,4.99,,0.0
zombie party,4.99,,9.99,,100.2
cloning clyde,4.99,,4.99,,0.0
launcher heroes,4.99,,4.99,,0.0
max and the book of chaos,4.99,,7.99,,60.12
stories of bethem: full moon,4.99,,7.99,,60.12
walk the light,4.99,,6.99,,40.08
star balls,4.99,,4.99,,0.0
five nights at freddy's,4.99,,7.99,,60.12
sure footing,4.99,,7.19,,44.09
under leaves,4.99,,12.99,,160.32
fat city,4.99,,7.99,,60.12
raining blobs,4.99,,9.99,,100.2
"jump, step, step",4.99,,4.99,,0.0
re.surs,5.02,,7.99,,59.16
infinitrap : rehamstered,5.04,,9.99,,98.21
crowalt: traces of the lost colony,5.08,,9.99,,96.65
size matters,5.11,,9.99,,95.5
death park,5.15,,5.99,,16.31
jump stars,5.19,,9.99,,92.49
ampersat,5.19,,9.99,,92.49
the bunker,5.19,,19.99,,285.16
50 years,5.2,,4.99,,-4.04
acceptance,5.24,,5.99,,14.31
a walk in the dark,5.24,,6.99,,33.4
castles,5.25,,4.99,,-4.95
formula retro racing,5.26,,5.99,,13.88
god of light: remastered,5.27,,9.99,,89.56
tanknarok,5.42,,6.99,,28.97
threes!,5.51,,4.99,,-9.44
gift of parthax,5.54,,4.99,,-9.93
strong moon,5.57,,9.99,,79.35
pixel heroes: byte & magic,5.59,,9.99,,78.71
bridge constructor,5.59,,9.99,,78.71
dead exit,5.59,,9.99,,78.71
escape from life inc,5.62,,9.99,,77.76
letter quest: grimm's journey remastered,5.66,,9.99,,76.5
sniper: ghost warrior,5.7,,39.99,,601.58
inukari - chase of deception,5.72,,6.99,,22.2
greed: the mad scientist,5.76,,19.99,,247.05
i did not buy this ticket,5.77,,7.99,,38.47
lunar axe,5.77,,4.99,,-13.52
arida: backland's awakening,5.78,,8.49,,46.89
evan's remains,5.79,,6.99,,20.73
mineral,5.79,,5.99,,3.45
outbreak,5.82,,9.99,,71.65
saints row 2,5.82,,9.99,,71.65
crawlers and brawlers,5.86,,7.99,,36.35
gato roboto,5.87,,7.99,,36.12
discolored,5.87,,9.99,,70.19
overruled!,5.88,,14.99,,154.93
bad dream: coma,5.88,,0.99,,-83.16
treasures of the roman empire,5.88,,6.99,,18.88
red ronin,5.89,,7.99,,35.65
lord of the click 4,5.89,,4.99,,-15.28
from earth to heaven,5.9,,6.99,,18.47
lichtspeer: double speer edition,5.92,,9.99,,68.75
remains,5.93,,9.99,,68.47
straimium immortaly,5.94,,11.99,,101.85
anoxemia,5.95,,7.99,,34.29
unnamed fiasco,5.99,,9.99,,66.78
alphalink,5.99,,14.99,,150.25
dragodino,5.99,,9.99,,66.78
bartlow's dread machine,5.99,,14.99,,150.25
mystic fate,5.99,,5.49,,-8.35
ailment,5.99,,9.99,,66.78
akuto: showdown,6.0,,7.99,,33.17
repit,6.01,,9.99,,66.22
shiness: the lightning kingdom,6.02,,9.99,,65.95
seasons after fall,6.02,,9.99,,65.95
devastator,6.03,,6.99,,15.92
the last scape,6.04,,5.99,,-0.83
repentant,6.06,,9.99,,64.85
little kite,6.06,,9.99,,64.85
fumiko!,6.06,,9.99,,64.85
the last deadend,6.06,,6.99,,15.35
don't be afraid,6.08,,9.99,,64.31
super hyperactive ninja,6.12,,8.99,,46.9
pizza possum,6.12,,6.99,,14.22
paladin,6.13,,9.99,,62.97
alumni - escape room adventure,6.14,,5.99,,-2.44
color symphony 2,6.18,,9.99,,61.65
violett remastered,6.19,,9.99,,61.39
criminal expert,6.19,,9.99,,61.39
cast of the seven godsends - redux,6.19,,6.99,,12.92
obsurity,6.19,,4.03,,-34.89
crashy laps,6.24,,6.99,,12.02
case 2: animatronics survival,6.25,,14.99,,139.84
mitsurugi kamui hikae,6.26,,11.99,,91.53
running fable,6.27,,7.99,,27.43
out of line,6.27,,8.99,,43.38
dungeon scavenger,6.3,,8.99,,42.7
bombslinger,6.32,,11.99,,89.72
omegabot,6.34,,12.99,,104.89
persephone,6.34,,9.69,,52.84
stikbold! a dodgeball adventure,6.37,,9.99,,56.83
monster trampoline,6.38,,8.29,,29.94
the mean greens - plastic warfare,6.39,,9.99,,56.34
pangeon,6.39,,1.39,,-78.25
one hundred ways,6.39,,9.99,,56.34
butcher,6.41,,9.99,,55.85
frost,6.43,,12.99,,102.02
vanity fair: the pursuit,6.45,,14.99,,132.4
the strange story of brian fisher: chapter 1,6.45,,6.99,,8.37
rock zombie,6.45,,7.99,,23.88
the excrawlers,6.45,,4.99,,-22.64
soul searching,6.49,,9.99,,53.93
bright memory,6.5,,7.99,,22.92
8-bit adventure anthology: volume i,6.52,,7.99,,22.55
before i forget,6.52,,7.99,,22.55
eight dragons,6.56,,7.99,,21.8
chef's tail,6.59,,11.49,,74.36
danger gazers,6.59,,9.99,,51.59
the bridge,6.61,,9.99,,51.13
must dash amigos,6.62,,5.99,,-9.52
wildtrax racing,6.69,,7.99,,19.43
bug academy,6.71,,1.19,,-82.27
kingdom of aurelia: mystery of the poisoned dagger,6.71,,19.99,,197.91
the dark side of the moon: an interactive fmv thriller,6.74,,17.99,,166.91
space raiders in space,6.79,,16.99,,150.22
rip them off,6.79,,8.99,,32.4
lost wing,6.82,,7.99,,17.16
azkend 2: the world beneath,6.82,,7.99,,17.16
jack 'n' hat,6.82,,7.99,,17.16
risen 2: dark waters,6.82,,19.99,,193.11
potata: fairy flower,6.83,,14.99,,119.47
the end is nahual: if i may say so,6.88,,9.99,,45.2
death crown,6.9,,12.99,,88.26
farming life,6.92,,9.99,,44.36
tilesweeper,6.95,,7.49,,7.77
horrific xanatorium,6.95,,7.99,,14.96
virginia,6.96,,9.99,,43.53
party hard,6.97,,12.99,,86.37
orbit,6.99,,5.78,,-17.31
timeshift,6.99,,29.99,,329.04
sid meier's pirates!,6.99,,9.99,,42.92
lococycle,6.99,,9.99,,42.92
wonderland nights: white rabbit's diary,6.99,,6.99,,0.0
venice 2089,6.99,,6.99,,0.0
gear gauntlet,6.99,,9.99,,42.92
restless hero,6.99,,9.99,,42.92
switch - or die trying,6.99,,6.99,,0.0
deadlight: director's cut,7.0,,1.49,,-78.71
spellcats: auto card tactics,7.01,,13.99,,99.57
magical brickout,7.01,,9.99,,42.51
the maw,7.04,,9.99,,41.9
block tower td,7.06,,5.99,,-15.16
80's overdrive,7.08,,9.99,,41.1
zookeeper,7.11,,10.99,,54.57
moonrise fall,7.11,,9.99,,40.51
the count lucanor,7.15,,14.99,,109.65
vzerthos: the heir of thunder,7.15,,11.99,,67.69
exit the gungeon,7.16,,9.99,,39.53
evergate,7.16,,9.99,,39.53
costume quest,7.18,,14.99,,108.77
galacide,7.19,,14.99,,108.48
ooo: ascension,7.19,,9.99,,38.94
friday night bullet arena,7.19,,9.99,,38.94
forklift extreme: deluxe edition,7.26,,14.99,,106.47
fearful symmetry & the cursed prince,7.27,,4.99,,-31.36
my hidden things,7.31,,6.99,,-4.38
fantasy blacksmith,7.32,,9.99,,36.48
feather,7.32,,9.99,,36.48
ynglet,7.33,,7.99,,9.0
vampire's fall: origins,7.34,,1.29,,-82.43
true fear: forsaken souls part 1,7.34,,9.99,,36.1
aquarium designer,7.36,,12.99,,76.49
castaway,7.36,,7.99,,8.56
the aquatic adventure of the last human,7.38,,14.99,,103.12
sine mora ex,7.38,,19.99,,170.87
detective di: the silk rose murders,7.41,,12.99,,75.3
castlestorm,7.43,,9.99,,34.45
shapik: the quest,7.45,,4.99,,-33.02
newt one,7.45,,9.99,,34.09
horse racing 2016,7.47,,9.99,,33.73
spectra,7.49,,7.49,,0.0
splasher,7.49,,14.99,,100.13
the lost cube,7.49,,4.99,,-33.38
anarcute,7.49,,14.99,,100.13
beatbuddy: tale of the guardians,7.5,,6.87,,-8.4
f.e.a.r.,7.5,,19.99,,166.53
whispering willows,7.5,,9.99,,33.2
station manager,7.51,,11.99,,59.65
get over here,7.56,,4.99,,-33.99
orcs must die!,7.58,,14.99,,97.76
jelly brawl,7.59,,9.99,,31.62
shatter remastered deluxe,7.63,,9.99,,30.93
anodyne,7.66,,9.99,,30.42
flowing lights,7.66,,9.99,,30.42
ms. splosion man,7.66,,9.99,,30.42
kalimba,7.66,,9.99,,30.42
hyperdrive massacre,7.66,,9.99,,30.42
re:turn 2 - runaway,7.71,,6.99,,-9.34
portal 2,7.76,,19.99,,157.6
skycadia,7.79,,9.99,,28.24
adam's venture: origins,7.79,,14.99,,92.43
pumped bmx pro,7.79,,14.99,,92.43
to the sky,7.79,,9.99,,28.24
big buck hunter arcade,7.79,,19.99,,156.61
lost orbit: terminal velocity,7.79,,9.99,,28.24
redout: space assault,7.81,,9.99,,27.91
tell me your story,7.81,,9.99,,27.91
lesson learned,7.83,,39.05,,398.72
aery - last day of earth,7.88,,9.99,,26.78
gleaner heights,7.88,,9.99,,26.78
murder diaries 2,7.88,,9.99,,26.78
dunk lords,7.88,,9.99,,26.78
paper flight - beyond time,7.88,,9.99,,26.78
pedra crystal caves,7.88,,9.59,,21.7
raging justice,7.91,,14.99,,89.51
shiny,7.91,,8.56,,8.22
space station sprint,7.91,,9.99,,26.3
hovership havoc,7.91,,9.99,,26.3
the office quest,7.96,,7.99,,0.38
battle of the bulge,7.99,,9.99,,25.03
a fold apart,7.99,,9.99,,25.03
mimic arena,7.99,,8.37,,4.76
edgar - bokbok in boulzac,7.99,,7.99,,0.0
zenith,7.99,,19.99,,150.19
wild dogs,7.99,,9.99,,25.03
five nights at freddy's: sister location,7.99,,7.99,,0.0
in celebration of violence,7.99,,11.99,,50.06
liquid sunshine,7.99,,7.99,,0.0
the bonfire: forsaken lands,7.99,,9.99,,25.03
the one we found,7.99,,19.99,,150.19
draw a stickman: epic 3,7.99,,7.99,,0.0
deadliners,7.99,,7.99,,0.0
sensible blood rugby,7.99,,6.99,,-12.52
centipede: recharged,8.01,,9.99,,24.72
odallus: the dark call,8.01,,11.99,,49.69
déjà vu,8.03,,9.99,,24.41
speed limit,8.03,,9.99,,24.41
krut: the mythic wings,8.03,,7.79,,-2.99
heartz: co-hope puzzles,8.03,,9.99,,24.41
path of giants,8.08,,8.99,,11.26
long live the queen,8.12,,9.99,,23.03
area 86,8.12,,9.99,,23.03
newfound courage,8.13,,8.99,,10.58
kill it with fire,8.14,,14.99,,84.15
fallout 3,8.16,,9.99,,22.43
true fear: forsaken souls part 2,8.16,,9.99,,22.43
dishonored,8.16,,17.99,,120.47
paper plane arena - lost places,8.19,,9.99,,21.98
fluffy horde,8.19,,9.99,,21.98
gravity heroes,8.19,,14.99,,83.03
woodle tree 2: deluxe+,8.22,,12.99,,58.03
the gap,8.27,,19.99,,141.72
reagan gorbachev,8.27,,9.99,,20.8
"kick it, bunny!",8.28,,9.99,,20.65
roundabout,8.28,,9.99,,20.65
dance of cards,8.28,,9.99,,20.65
shadow fencer theatre,8.3,,7.99,,-3.73
symmetry,8.31,,17.99,,116.49
night reverie,8.31,,14.99,,80.39
shift happens,8.31,,14.99,,80.39
murder diaries,8.32,,9.99,,20.07
time rift,8.32,,9.99,,20.07
paper flight - super speed dash,8.32,,9.99,,20.07
chickens madness,8.35,,9.99,,19.64
grappin,8.35,,12.99,,55.57
paper dash - ghost hunt,8.37,,9.99,,19.35
home sheep home: farmageddon party edition,8.37,,10.99,,31.3
kaiju panic,8.38,,15.99,,90.81
pico park 2,8.39,,8.99,,7.15
donut county,8.39,,12.99,,54.83
dorfs: hammers for hire,8.42,,14.99,,78.03
life of fly 2,8.43,,9.99,,18.51
howl,8.43,,9.99,,18.51
kitty powers' matchmaker,8.43,,9.99,,18.51
murder diaries 3 - santa's trail of blood,8.43,,9.99,,18.51
aery - path of corruption,8.43,,9.99,,18.51
aery - vikings,8.43,,9.99,,18.51
heretic's fork,8.43,,9.99,,18.51
vanaris tactics,8.43,,9.99,,18.51
gonner2,8.44,,12.99,,53.91
super space serpent se,8.45,,9.99,,18.22
age of solitaire : build civilization,8.46,,9.99,,18.09
in between,8.47,,11.99,,41.56
die again,8.47,,14.99,,76.98
luxor 2,8.48,,9.99,,17.81
paper dash - city hustle,8.48,,9.99,,17.81
paper flight - relic hunter,8.49,,8.77,,3.3
dustoff heli rescue 2,8.5,,14.99,,76.35
rage,8.52,,14.99,,75.94
the fairy's song,8.52,,9.99,,17.25
easy red 2,8.55,,8.99,,5.15
sonic & sega all-stars racing,8.55,,5.17,,-39.53
chemically bonded,8.59,,9.99,,16.3
overloop,8.59,,14.99,,74.51
serial cleaner,8.59,,14.99,,74.51
late shift,8.59,,12.49,,45.4
razed,8.59,,11.99,,39.58
call of juarez: gunslinger,8.59,,14.99,,74.51
paper dash - invasion of greed,8.6,,9.99,,16.16
buried alive: breathless rescue,8.6,,12.99,,51.05
bumblebee - little bee adventure,8.6,,9.99,,16.16
paper flight - speed rush,8.6,,9.99,,16.16
cards we're dealt,8.61,,9.99,,16.03
tetrobot and co.,8.61,,7.99,,-7.2
doodle taxi,8.61,,9.99,,16.03
paper plane arena - the haunted house,8.65,,9.99,,15.49
downward: enhanced edition,8.65,,9.99,,15.49
angels of death,8.66,,14.99,,73.09
jitsu squad,8.68,,29.99,,245.51
the last campfire,8.69,,14.99,,72.5
rise & shine,8.7,,14.99,,72.3
aery - cyber city,8.7,,9.99,,14.83
last stop,8.71,,24.99,,186.91
night call,8.74,,19.99,,128.72
paper flight - future battles,8.74,,9.99,,14.3
knock-knock,8.75,,6.99,,-20.11
blades of time,8.75,,22.52,,157.37
terraria,8.77,,19.99,,127.94
nexomon,8.77,,9.99,,13.91
get-a-grip chip,8.77,,9.99,,13.91
fallout: new vegas,8.77,,9.99,,13.91
vengeful heart,8.77,,9.99,,13.91
axis football 2019,8.77,,14.99,,70.92
don't sink,8.77,,9.99,,13.91
operation zeta,8.77,,9.99,,13.91
bem feito,8.77,,14.99,,70.92
glitch's trip,8.78,,9.99,,13.78
