game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
master maker 3d ultimate,3.85,7.25,4.99,88.31,29.61
pretty girls klondike solitaire,3.19,5.99,,87.77,
hero defense,15.98,29.99,29.99,87.67,87.67
woodle tree adventures,2.66,4.99,0.99,87.59,-62.78
silenced: the house,2.66,4.99,14.56,87.59,447.37
road defense: outsiders,2.66,4.99,4.99,87.59,87.59
the testament of sherlock holmes,11.99,22.49,,87.57,
hidden paws,2.13,3.99,,87.32,
skautfold: into the fray,8.03,14.99,14.99,86.67,86.67
bloons td 5,8.03,14.99,14.99,86.67,86.67
skautfold: usurper,8.03,14.99,14.99,86.67,86.67
under night in-birth exe:late,21.46,39.99,,86.35,
agony,10.74,19.99,1.99,86.13,-81.47
grand prix rock 'n racing,8.37,15.57,7.99,86.02,-4.54
funtoon's world,3.76,6.99,,85.9,
dream house days dx,7.54,13.99,11.99,85.54,59.02
mega mall story,7.54,13.99,11.99,85.54,59.02
ninja village,7.54,13.99,11.99,85.54,59.02
mousebot: escape from catlab,4.26,7.9,4.99,85.45,17.14
aidan in danger,4.31,7.99,7.99,85.38,85.38
distraint 2,4.85,8.99,8.99,85.36,85.36
crash dummy,5.39,9.99,,85.34,
feudal alloy,9.17,16.99,13.99,85.28,52.56
go all out,9.99,18.49,12.99,85.09,30.03
wick,5.4,9.99,9.99,85.0,85.0
one gun guy,2.7,4.99,4.99,84.81,84.81
cybarian: the time travelling warrior,2.7,4.99,,84.81,
paradox soul,2.7,4.99,4.99,84.81,84.81
the infectious madness of doctor dekker,7.03,12.99,12.99,84.78,84.78
hellmut: the badass from hell,6.76,12.49,14.99,84.76,121.75
a plague tale: requiem,32.49,59.99,59.99,84.64,84.64
rememoried,8.12,14.99,14.99,84.61,84.61
panda hero,8.12,14.99,,84.61,
monster harvest,10.83,19.99,19.99,84.58,84.58
brunch club,7.86,14.49,9.22,84.35,17.3
pocket stables,7.6,13.99,11.99,84.08,57.76
robinson: the journey,16.32,29.99,,83.76,
7th sector,10.88,19.99,19.99,83.73,83.73
esper,4.9,8.99,,83.47,
the manga works,7.63,13.99,11.99,83.36,57.14
killer frequency,13.63,24.99,24.99,83.35,83.35
seven: enhanced edition,21.82,39.99,,83.27,
anima: gate of memories,10.92,19.99,7.89,83.06,-27.75
worms revolution,8.19,14.99,,83.03,
deus ex: mankind divided,16.39,29.99,29.99,82.98,82.98
the bluecoats: north & south,10.93,19.99,19.99,82.89,82.89
a-tech cybernetic vr,10.93,19.99,,82.89,
crazy chicken xtreme,13.67,24.99,,82.81,
stellar interface,8.89,16.24,12.99,82.68,46.12
we. the revolution,10.95,19.99,19.99,82.56,82.56
evil west,32.88,59.99,59.99,82.45,82.45
anime vs evil: apocalypse,13.7,24.99,,82.41,
despotism 3k,6.03,10.99,10.99,82.26,82.26
beautiful desolation,10.97,19.99,,82.22,
zombeer,4.39,7.99,,82.0,
agatha christie - hercule poirot: the london case,21.99,39.99,39.99,81.86,81.86
agatha christie - hercule poirot: the first cases,13.77,24.99,24.99,81.48,81.48
amazing weekend - search and relax collector's edition,5.51,9.99,,81.31,
aery - little bird adventure,5.51,9.99,6.99,81.31,26.86
headcount,8.28,14.99,,81.04,
contagion vr: outbreak,8.28,14.99,,81.04,
syberia,8.28,14.99,19.99,81.04,141.43
defunct,5.52,9.99,9.99,80.98,80.98
death elevator,7.67,13.88,9.99,80.96,30.25
do not feed the monkeys,11.05,19.99,12.49,80.9,13.03
lost at sea,8.29,14.99,14.99,80.82,80.82
strike solitaire,2.76,4.99,,80.8,
outbuddies dx,9.95,17.99,17.99,80.8,80.8
commandos 3 - hd remaster,16.61,29.99,29.99,80.55,80.55
journey to foundation,22.16,39.99,,80.46,
itadaki smash,8.32,14.99,,80.17,
sudocats,1.66,2.99,2.99,80.12,80.12
painkiller hell & damnation,11.1,19.99,,80.09,
witch it,11.1,19.99,,80.09,
mafia: definitive edition,22.21,39.99,39.99,80.05,80.05
the chant,13.88,24.99,4.99,80.04,-64.05
tiny tina's wonderlands,33.32,59.99,59.99,80.04,80.04
planet alpha,5.55,9.99,9.99,80.0,80.0
the 25th ward: the silver case,16.67,29.99,,79.9,
the inner world,8.34,14.99,14.99,79.74,79.74
anime studio story,7.79,13.99,11.99,79.59,53.92
the inner world - the last wind monk,11.14,19.99,19.99,79.44,79.44
basketball club story,7.8,13.99,,79.36,
topspin 2k25,33.46,59.99,,79.29,
hamster on rails,11.72,20.99,14.99,79.1,27.9
nascar heat 4,8.37,14.99,,79.09,
alone with you,5.58,9.99,,79.03,
killing floor 2,16.76,29.99,29.99,78.94,78.94
super cyborg,3.91,6.99,6.99,78.77,78.77
lifeless moon,11.26,20.13,12.99,78.77,15.36
gigapocalypse,5.59,9.99,9.99,78.71,78.71
bridge constructor stunts,5.59,9.99,9.99,78.71,78.71
bridge constructor: the walking dead,5.59,9.99,9.99,78.71,78.71
the redress of mira,5.59,9.99,9.99,78.71,78.71
jetboard joust,5.59,9.99,9.99,78.71,78.71
moose life,6.99,12.49,,78.68,
dead age,8.39,14.99,14.99,78.67,78.67
dieselpunk wars,8.39,14.99,14.99,78.67,78.67
earth atlantis,8.39,14.99,14.99,78.67,78.67
starward rogue,8.39,14.99,14.99,78.67,78.67
thief simulator,11.19,19.99,19.99,78.64,78.64
vambrace: cold soul,13.99,24.99,24.99,78.63,78.63
ruff ghanor,15.95,28.49,19.99,78.62,25.33
bombfest,7.28,12.99,12.99,78.43,78.43
stay,6.16,10.99,11.99,78.41,94.64
owlboy,14.01,24.99,24.99,78.37,78.37
project 13,3.36,5.99,5.99,78.27,78.27
techno tanks,3.93,6.99,6.99,77.86,77.86
juicy realm,8.43,14.99,,77.82,
elypse,6.75,11.99,,77.63,
tails noir,14.07,24.99,24.99,77.61,77.61
the sushi spinnery,7.88,13.99,11.99,77.54,52.16
first class trouble,11.26,19.99,,77.53,
empire of angels iv,11.26,19.99,19.99,77.53,77.53
paranormal pursuit: the gifted one collector's edition,8.45,14.99,,77.4,
pocket clothier,7.89,13.99,11.99,77.31,51.96
8-bit farm,7.89,13.99,11.99,77.31,51.96
home run high,7.89,13.99,11.99,77.31,51.96
mordhau,22.56,39.99,39.99,77.26,77.26
6souls,4.51,7.99,7.99,77.16,77.16
super jumpy ball,2.82,4.99,,76.95,
vaporum: lockdown,12.43,21.99,21.99,76.91,76.91
paper cut mansion,11.3,19.99,19.99,76.9,76.9
super hiking league dx,5.53,9.78,4.99,76.85,-9.76
awesome pea,3.39,5.99,5.99,76.7,76.7
the murder of sherlock holmes,6.79,11.99,,76.58,
chronicles of magic: divided kingdoms,10.19,17.99,,76.55,
smells like a mushroom,14.16,24.99,24.99,76.48,76.48
gun club vr,15.63,27.49,,75.88,
kairobotica,7.96,13.99,,75.75,
car mechanic simulator 2021,17.07,29.99,29.99,75.69,75.69
slime rancher,11.39,19.99,,75.5,
lumo,11.39,19.99,,75.5,
attack of the earthlings,11.39,19.99,17.99,75.5,57.95
agent walker: secret journey,10.26,17.99,,75.34,
faces of illusion: the twin phantoms,10.26,17.99,,75.34,
white shadows,11.41,19.99,19.99,75.2,75.2
drift odyssey,3.99,6.99,,75.19,
project starship,2.85,4.99,4.99,75.09,75.09
beat cop,8.57,14.99,14.99,74.91,74.91
bff or die,4.57,7.99,7.99,74.84,74.84
teslagrad,8.59,14.99,14.99,74.51,74.51
claybook,8.59,14.99,14.99,74.51,74.51
super box land demake,2.86,4.99,4.99,74.48,74.48
red bow,2.86,4.99,4.99,74.48,74.48
hitman go: definitive edition,4.58,7.99,,74.45,
heroes of the monkey tavern,8.1,14.12,,74.32,
adventures of pip,8.03,13.99,14.99,74.22,86.67
faircroft's antiques: the forbidden crypt,8.61,14.99,,74.1,
aery - flow of time,8.61,14.99,9.99,74.1,16.03
deiland: pocket planet,11.49,19.99,19.99,73.98,73.98
beats fever,11.49,19.99,,73.98,
shadowrun: dragonfall - director's cut,11.49,19.99,19.99,73.98,73.98
ankora: lost days,11.49,19.99,19.99,73.98,73.98
shadowrun returns,11.49,19.99,19.99,73.98,73.98
two point hospital,22.99,39.99,29.99,73.95,30.45
darksiders genesis,22.99,39.99,39.99,73.95,73.95
destroy all humans!,22.99,39.99,39.99,73.95,73.95
cyberhive,5.17,8.99,8.99,73.89,73.89
the unicorn princess,11.5,19.99,19.99,73.83,73.83
the serpent rogue,11.5,19.99,19.99,73.83,73.83
children of morta,12.65,21.99,21.99,73.83,73.83
pocket league story,8.05,13.99,11.99,73.79,48.94
dungeon village 2,8.05,13.99,,73.79,
aven colony,17.26,29.99,29.99,73.75,73.75
yooka-laylee and the impossible lair,17.26,29.99,29.99,73.75,73.75
liberte,14.39,24.99,12.49,73.66,-13.2
bounty battle,14.39,24.99,23.99,73.66,66.71
garfield lasagna party,23.06,39.99,39.99,73.42,73.42
someday you'll return: director's cut,14.43,24.99,,73.18,
de blob 2,12.99,22.49,19.99,73.13,53.89
just die already,8.66,14.99,14.99,73.09,73.09
alphadia genesis,8.66,14.99,14.99,73.09,73.09
pantsu hunter: back to the 90s,7.22,12.48,,72.85,
old man's journey,5.78,9.99,9.99,72.84,72.84
cafeteria nipponica,8.1,13.99,11.99,72.72,48.02
squad 51 vs. the flying saucers,16.5,28.49,19.99,72.67,21.15
the sun and moon,6.4,11.05,9.99,72.66,56.09
boxville,6.48,11.14,9.99,71.91,54.17
road 96: mile 0,7.56,12.99,3.89,71.83,-48.54
amazing superhero squad,4.07,6.99,6.99,71.74,71.74
freezer pops,7.49,12.86,,71.7,
postal redux,5.82,9.99,,71.65,
ki11er clutter,5.82,9.99,,71.65,
internet cafe simulator,5.82,9.99,,71.65,
summer in mara,14.57,24.99,24.99,71.52,71.52
io,4.66,7.99,7.99,71.46,71.46
eternights,17.5,29.99,,71.37,
farming simulator 19,17.51,29.99,29.99,71.27,71.27
my universe - pet clinic cats & dogs,17.51,29.99,,71.27,
my universe - my baby,17.51,29.99,29.99,71.27,71.27
my universe - fashion boutique,17.51,29.99,,71.27,
for the warp,10.51,17.99,17.49,71.17,66.41
what lies in the multiverse,8.76,14.99,14.99,71.12,71.12
grid legends,35.06,59.99,59.99,71.11,71.11
star renegades,14.32,24.49,24.99,71.02,74.51
of orcs and men,11.69,19.99,,71.0,
the fisherman - fishing planet,23.39,39.99,39.99,70.97,70.97
pierhead arcade,8.77,14.99,,70.92,
the girl and the robot,8.77,14.99,,70.92,
axis football 2021,8.77,14.99,29.99,70.92,241.96
karateka,2.92,4.99,,70.89,
super blackout,1.75,2.99,,70.86,
ninja jajamaru: the great yokai battle + hell,11.7,19.99,,70.85,
bridges & docks,4.87,8.32,4.99,70.84,2.46
yooka-laylee,11.72,19.99,19.99,70.56,70.56
the escapists 2,11.72,19.99,19.99,70.56,70.56
divinity: original sin 2 - definitive edition,35.19,59.99,,70.47,
inspector gadget - mad time party,23.46,39.99,39.99,70.46,70.46
march to a million,8.21,13.99,11.99,70.4,46.04
beastie bay dx,8.21,13.99,11.99,70.4,46.04
the pyraplex,8.21,13.99,,70.4,
milo's quest,2.93,4.99,,70.31,
prehistoric dude,2.93,4.99,4.99,70.31,70.31
glam's incredible run: escape from dukha,2.93,4.99,4.99,70.31,70.31
wild west crops,2.93,4.99,4.99,70.31,70.31
barry the bunny,2.93,4.99,4.99,70.31,70.31
super sunny island,2.93,4.99,4.99,70.31,70.31
mages and treasures,2.93,4.99,4.99,70.31,70.31
super impossible road,11.74,19.99,19.99,70.27,70.27
the house of da vinci,14.68,24.99,24.99,70.23,70.23
breathedge,16.15,27.49,24.99,70.22,54.74
dungreed,8.81,14.99,,70.15,
river city melee : battle royal special,14.7,24.99,,70.0,
geometric sniper,1.76,2.99,2.99,69.89,69.89
1976 - back to midway,11.77,19.99,,69.84,
hundred days - winemaking simulator,17.66,29.99,29.99,69.82,69.82
hiveswap friendsim,8.83,14.99,,69.76,
wwe 2k24,35.34,59.99,,69.75,
let's journey,5.89,9.99,,69.61,
"cook, serve, delicious!",7.66,12.99,12.99,69.58,69.58
final fantasy vii,9.43,15.99,15.99,69.57,69.57
danmaku unlimited 3,8.26,13.99,,69.37,
cursed to golf,11.81,19.99,19.99,69.26,69.26
calturin,3.54,5.99,5.99,69.21,69.21
fight of animals,8.86,14.99,,69.19,
one eyed kutkh,2.95,4.99,22.67,69.15,668.47
jagged alliance 3,35.49,59.99,59.99,69.03,69.03
bonkies,8.89,14.99,14.99,68.62,68.62
rover mechanic simulator,8.3,13.99,2.79,68.55,-66.39
revenant saga,8.9,14.99,14.99,68.43,68.43
alekhine's gun,11.87,19.99,19.99,68.41,68.41
gris,10.09,16.99,16.99,68.38,68.38
"warhammer 40,000: mechanicus",23.75,39.99,39.99,68.38,68.38
saomi,2.37,3.99,3.99,68.35,68.35
snk 40th anniversary collection,23.76,39.99,39.99,68.31,68.31
bocce vr simulator,3.58,6.02,,68.16,
world cruise story,8.32,13.99,11.99,68.15,44.11
grand prix story,8.32,13.99,11.99,68.15,44.11
paper io 2,2.97,4.99,4.99,68.01,68.01
hole io,2.97,4.99,4.99,68.01,68.01
aquarium land,2.97,4.99,1.99,68.01,-33.0
run sausage run!,2.97,4.99,4.99,68.01,68.01
the nom,2.97,4.99,,68.01,
bucket crusher,2.97,4.99,,68.01,
johnny trigger,2.97,4.99,2.74,68.01,-7.74
pocket mini golf 2,2.97,4.99,,68.01,
eyes: the horror game,2.97,4.99,,68.01,
legends of talia: arcadia,1.78,2.99,,67.98,
clutter ix: clutter ixtreme,5.95,9.99,,67.9,
forest camp story,8.34,13.99,11.99,67.75,43.76
colt canyon,8.94,14.99,14.99,67.67,67.67
inner ashes,8.94,14.99,16.99,67.67,90.04
nihilumbra,5.96,9.99,,67.62,
omori,17.9,29.99,,67.54,
giraffe and annika,17.91,29.99,,67.45,
supraland,11.94,19.99,19.99,67.42,67.42
elex ii,35.85,59.99,59.99,67.34,67.34
underworld ascendant,17.96,29.99,29.99,66.98,66.98
pixel devil and the broken cartridge,2.99,4.99,4.99,66.89,66.89
rift racoon,2.99,4.99,4.99,66.89,66.89
memories of east coast,2.99,4.99,,66.89,
aborigenus,2.99,4.99,4.99,66.89,66.89
explosive candy world,2.99,4.99,1.99,66.89,-33.44
thunder paw,2.99,4.99,4.99,66.89,66.89
super weekend mode,2.99,4.99,4.99,66.89,66.89
foxyland,2.99,4.99,4.99,66.89,66.89
kid ball adventure,2.99,4.99,4.99,66.89,66.89
four sided fantasy,5.99,9.99,9.99,66.78,66.78
quantum replica,5.99,9.99,9.99,66.78,66.78
air conflicts: secret wars,5.99,9.99,,66.78,
doom & destiny,7.19,11.99,11.99,66.76,66.76
forest golf planner,7.19,11.99,,66.76,
mystic gate,8.9,14.84,9.99,66.74,12.25
escape dead island,8.99,14.99,2.99,66.74,-66.74
okunoka madness,8.99,14.99,14.99,66.74,66.74
freediver: triton down,8.99,14.99,,66.74,
tiny tales: heart of the forest,10.79,17.99,14.99,66.73,38.92
the myth seekers 2: the sunken city,10.79,17.99,,66.73,
noob - the factionless,23.99,39.99,39.99,66.69,66.69
snwbrd: freestyle snowboarding,29.99,49.99,,66.69,
port royale 4,29.99,49.99,49.99,66.69,66.69
spacebase startopia,29.99,49.99,49.99,66.69,66.69
olliolli world,12.0,19.99,,66.58,
death and taxes,7.8,12.99,12.99,66.54,66.54
close to the sun,15.01,24.99,24.99,66.49,66.49
ark park,30.03,49.99,,66.47,
unravel two,12.01,19.99,19.99,66.44,66.44
meme run 2,4.2,6.99,,66.43,
nerd survivors,4.2,6.99,6.99,66.43,66.43
throne quest deluxe,3.6,5.99,22.75,66.39,531.94
dirt 5,36.06,59.99,59.99,66.36,66.36
the technomancer,6.02,9.99,9.99,65.95,65.95
vampyr,24.12,39.99,39.99,65.8,65.8
rotastic,3.01,4.99,,65.78,
monster crown,12.06,19.99,19.99,65.75,65.75
killing floor: incursion,12.06,19.99,,65.75,
kaze and the wild masks,12.06,19.99,19.99,65.75,65.75
tower of time,15.1,24.99,24.99,65.5,65.5
whisker waters,15.1,24.99,,65.5,
neon junctions,3.02,4.99,4.99,65.23,65.23
trepang2,18.16,29.99,29.99,65.14,65.14
toki tori 2+,9.09,14.99,,64.91,
survivor - castaway island,18.21,29.99,29.99,64.69,64.69
dariusburst chronicle saviours,36.43,59.99,,64.67,
postal: brain damaged,15.19,24.99,,64.52,
dragon's dogma: dark arisen,18.23,29.99,29.99,64.51,64.51
atone: heart of the elder tree,9.12,14.99,,64.36,
neversong,9.12,14.99,14.99,64.36,64.36
who's your daddy?!,6.08,9.99,9.99,64.31,64.31
worms crazy golf,6.08,9.99,,64.31,
the forest quartet,6.08,9.99,,64.31,
gonner,6.08,9.99,12.99,64.31,113.65
penarium,6.08,9.99,9.99,64.31,64.31
medieval defenders,3.95,6.49,9.99,64.3,152.91
batora: lost haven,15.21,24.99,24.99,64.3,64.3
112 operator,15.21,24.99,9.99,64.3,-34.32
narita boy,15.21,24.99,24.99,64.3,64.3
pressure overdrive,7.91,12.99,12.99,64.22,64.22
the quarry,39.59,64.99,69.99,64.16,76.79
dyna bomb,3.04,4.99,4.99,64.14,64.14
summer games challenge,12.19,19.99,,63.99,
the longest road on earth,6.1,9.99,9.99,63.77,63.77
togges,12.21,19.99,19.99,63.72,63.72
operation wolf returns: first mission,18.32,29.99,29.99,63.7,63.7
ghost files: the face of guilt,10.26,16.79,14.99,63.65,46.1
scatch: the painter cat,3.05,4.99,4.99,63.61,63.61
valentine candy break,2.99,4.89,,63.55,
zombie driver hd,6.11,9.99,,63.5,
kine,12.24,19.99,19.99,63.32,63.32
shadowgate,12.24,19.99,,63.32,
the silent swan,12.24,19.99,,63.32,
lords of the fallen,42.89,69.99,69.99,63.18,63.18
idol manager,15.32,24.99,,63.12,
goosebumps: the game,9.19,14.99,14.99,63.11,63.11
death stranding director's cut,30.66,49.99,39.99,63.05,30.43
rising dusk,6.13,9.99,9.99,62.97,62.97
legal dungeon,6.13,9.99,9.99,62.97,62.97
the house of da vinci 2,15.35,24.99,24.99,62.8,62.8
farm builder,3.68,5.99,7.99,62.77,117.12
rule no. 1,3.68,5.99,,62.77,
granblue fantasy versus: rising,46.1,74.99,,62.67,
scatch 2: the painter cat,3.07,4.99,4.99,62.54,62.54
red dead redemption 2,36.91,59.99,59.99,62.53,62.53
oneshot: world machine edition,9.23,14.99,14.99,62.41,62.41
bubble shooter fx,2.46,3.99,,62.2,
radon blast,2.46,3.99,4.99,62.2,102.85
cat quest,8.01,12.99,,62.17,
jojo's bizarre adventure: all-star battle r,30.83,49.99,,62.15,
christmas massacre,7.4,11.99,,62.03,
mina & michi,3.08,4.99,4.99,62.01,62.01
broken universe - tower defense,8.95,14.49,9.99,61.9,11.62
gotham knights,43.26,69.99,69.99,61.79,61.79
ship graveyard simulator,9.27,14.99,3.89,61.7,-58.04
the bug butcher,6.18,9.99,9.99,61.65,61.65
hidden cats in london,1.85,2.99,2.99,61.62,61.62
slay the spire,15.47,24.99,24.99,61.54,61.54
ultimate ski jumping 2020,6.19,9.99,9.99,61.39,61.39
sparkle 4 tales,6.19,9.99,9.99,61.39,61.39
almost there: the platformer,6.19,9.99,9.99,61.39,61.39
albedo: eyes from outer space,9.29,14.99,13.99,61.36,50.59
titanium hound,9.29,14.99,14.99,61.36,61.36
hayfever,9.29,14.99,14.99,61.36,61.36
all-star fruit racing,9.29,14.99,14.99,61.36,61.36
the long reach,9.29,14.99,14.99,61.36,61.36
spirit of the north,12.39,19.99,,61.34,
flashout 3,12.39,19.99,19.99,61.34,61.34
alex kidd in miracle world dx,12.39,19.99,19.99,61.34,61.34
burnhouse lane,12.39,19.99,19.99,61.34,61.34
brawlout,12.39,19.99,,61.34,
baby storm,12.39,19.99,19.99,61.34,61.34
agent a: a puzzle in disguise,12.39,19.99,14.99,61.34,20.98
panzer dragoon: remake,15.49,24.99,24.99,61.33,61.33
morbid: the seven acolytes,15.49,24.99,24.99,61.33,61.33
in sound mind,21.69,34.99,34.99,61.32,61.32
cris tales,24.79,39.99,39.99,61.32,61.32
steamworld build,18.6,29.99,29.99,61.24,61.24
eternum ex,6.51,10.49,,61.14,
forgotton anne,16.75,26.99,19.99,61.13,19.34
super death game show! vr,8.86,14.27,,61.06,
fran bow,12.42,19.99,19.99,60.95,60.95
spirit hunters: infinite horde,6.21,9.99,9.99,60.87,60.87
sherlock holmes chapter one,27.99,44.99,44.99,60.74,60.74
asdivine hearts,9.35,14.99,14.99,60.32,60.32
hunting simulator 2,31.19,49.99,49.99,60.28,60.28
shapeshooter,2.49,3.99,3.99,60.24,60.24
broken pieces,15.6,24.99,24.99,60.19,60.19
the perplexing orb,3.74,5.99,,60.16,
alien zombie megadeath,4.99,7.99,,60.12,
gravity error,4.99,7.99,,60.12,
animal force,9.99,15.99,,60.06,
agatha christie - the abc murders,10.93,17.49,14.99,60.02,37.15
deemo -reborn-,24.99,39.99,,60.02,
scheming through the zombie apocalypse: the beginning,3.12,4.99,4.99,59.94,59.94
torquel,3.12,4.99,,59.94,
hidden cats in paris,1.87,2.99,2.99,59.89,59.89
amnesia: rebirth,18.76,29.99,29.99,59.86,59.86
case: animatronics,6.25,9.99,9.99,59.84,59.84
20xx,11.26,17.99,17.99,59.77,59.77
adr1ft,12.52,19.99,,59.66,
lawn mowing simulator,12.52,19.99,19.99,59.66,59.66
the hong kong massacre,12.52,19.99,19.99,59.66,59.66
human fall flat,12.52,19.99,,59.66,
streets of rogue,12.52,19.99,19.99,59.66,59.66
tropical resort story,7.51,11.99,,59.65,
castle on the coast,9.39,14.99,14.99,59.64,59.64
adventures of chris,9.39,14.99,14.99,59.64,59.64
blade assault,11.27,17.99,17.99,59.63,59.63
fate/extella,31.32,49.99,,59.61,
tiny brains,6.26,9.99,,59.58,
super mutant alien assault,6.26,9.99,9.99,59.58,59.58
tinykin,15.66,24.99,24.99,59.58,59.58
necromunda: hired gun,25.06,39.99,39.99,59.58,59.58
car mechanic simulator vr,16.29,25.99,,59.55,
petal crash,8.77,13.99,,59.52,
the snow fable: mystery of the flame,5.01,7.99,7.99,59.48,59.48
earth defense force: world brothers,31.39,49.99,,59.25,
rise eterna,12.39,19.72,19.99,59.16,61.34
kholat,12.56,19.99,19.99,59.16,59.16
blood waves,6.28,9.99,9.99,59.08,59.08
gravifire,3.14,4.99,4.99,58.92,58.92
banishers: ghosts of new eden,37.77,59.99,59.99,58.83,58.83
destination paradise,6.29,9.99,,58.82,
slain: back from hell,9.44,14.99,14.99,58.79,58.79
wonder boy returns remix,9.44,14.99,,58.79,
beholder 3,12.59,19.99,19.99,58.78,58.78
hyperdimension neptunia re;birth1,12.61,19.99,,58.52,
hyperdimension neptunia re;birth3 v generation,12.61,19.99,,58.52,
virtual surfing,25.23,39.99,,58.5,
youtubers life 2,25.23,39.99,39.99,58.5,58.5
apex heroines,15.77,24.99,9.99,58.47,-36.65
9 clues 2: the ward,9.46,14.99,,58.46,
lovely crush,3.15,4.99,,58.41,
nhra championship drag racing: speed for all,31.6,49.99,49.99,58.2,58.2
soma,18.96,29.99,29.99,58.18,58.18
iron sea defenders,4.42,6.99,12.99,58.14,193.89
override 2: super mech league,18.97,29.99,29.99,58.09,58.09
skully,18.97,29.99,29.99,58.09,58.09
laser disco defenders,6.32,9.99,,58.07,
kyurinaga's revenge,6.32,9.99,9.99,58.07,58.07
dr. fetus' mean meat machine,6.32,9.99,9.99,58.07,58.07
atomicrops,9.49,14.99,14.99,57.96,57.96
move or die,9.49,14.99,,57.96,
vanquish,8.3,13.11,22.49,57.95,170.96
ashen,25.32,39.99,39.99,57.94,57.94
the pathless,25.32,39.99,39.99,57.94,57.94
youtubers life,18.99,29.99,,57.93,
aliens: fireteam elite,18.99,29.99,29.99,57.93,57.93
telling lies,12.66,19.99,19.99,57.9,57.9
wattam,12.66,19.99,,57.9,
what remains of edith finch,12.66,19.99,19.99,57.9,57.9
reverie knights tactics,15.83,24.99,24.99,57.86,57.86
mary skelter finale,31.68,49.99,,57.8,
date z,9.5,14.99,14.99,57.79,57.79
going under,12.67,19.99,19.99,57.77,57.77
mecha party,12.67,19.99,,57.77,
souls of chronos,12.67,19.99,,57.77,
zombie survivors,2.53,3.99,,57.71,
drift ce,19.02,29.99,,57.68,
bio inc. redemption,9.51,14.99,14.99,57.62,57.62
hardspace: shipbreaker,25.38,39.99,39.99,57.57,57.57
heart of the woods,12.69,19.99,,57.53,
neoverse,15.23,23.99,19.49,57.52,27.97
the myth seekers: the legacy of vulcan,10.79,16.99,,57.46,
mech armada,12.7,19.99,19.99,57.4,57.4
back again,1.9,2.99,,57.37,
